Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
23/05/2002,1.156429052,1.242856979,1.145714045,1.196429014,104790000,0,0
24/05/2002,1.21428597,1.225000024,1.197142959,1.210000038,11104800,0,0
28/05/2002,1.213570952,1.232143044,1.157142997,1.157142997,6609400,0,0
29/05/2002,1.164286017,1.164286017,1.085713983,1.103571057,6757800,0,0
30/05/2002,1.107856989,1.107856989,1.071429014,1.071429014,10154200,0,0
31/05/2002,1.078570962,1.078570962,1.071429014,1.076429009,8464400,0,0
03/06/2002,1.080000043,1.149286032,1.076429009,1.128571033,3151400,0,0
04/06/2002,1.135714054,1.139999986,1.110713959,1.117856979,3105200,0,0
05/06/2002,1.110713959,1.159286022,1.107143044,1.147143006,1531600,0,0
06/06/2002,1.149999976,1.232143044,1.148571014,1.182142973,2305800,0,0
07/06/2002,1.177857041,1.177857041,1.103571057,1.118571043,1369200,0,0
10/06/2002,1.13499999,1.174999952,1.134286046,1.156429052,484400,0,0
11/06/2002,1.156429052,1.188570976,1.128571033,1.15357101,1003800,0,0
12/06/2002,1.15357101,1.182142973,1.08928597,1.092857003,1799000,0,0
13/06/2002,1.104285955,1.12214303,1.080000043,1.082857013,2567600,0,0
14/06/2002,1.082142949,1.085713983,0.980000019,0.986428976,4783800,0,0
17/06/2002,1.013571024,1.059285998,0.917856991,0.922142982,4855200,0,0
18/06/2002,0.938570976,0.939285994,0.842142999,0.910713971,10808000,0,0
19/06/2002,0.911428988,0.996429026,0.892857015,0.951429009,5482400,0,0
20/06/2002,0.97142899,1.039999962,0.949999988,0.957143009,6111000,0,0
21/06/2002,0.982142985,0.989286005,0.947857022,0.979286015,2346400,0,0
24/06/2002,0.979286015,1.014286041,0.957143009,0.978570998,2567600,0,0
25/06/2002,0.988570988,1.007143021,0.947143018,0.964286029,3941000,0,0
26/06/2002,0.963571012,0.996429026,0.921428978,0.988570988,2924600,0,0
27/06/2002,1.009286046,1.018571019,0.942857027,0.943570971,3817800,0,0
28/06/2002,0.960713983,1.013571024,0.960713983,0.999285996,9234400,0,0
01/07/2002,1,1.046429038,0.992856979,1.027856946,4585000,0,0
02/07/2002,1.053570986,1.195000052,1.039286017,1.172857046,9020200,0,0
03/07/2002,1.178570986,1.21428597,1.117856979,1.21428597,4957400,0,0
05/07/2002,1.21428597,1.299286008,1.213570952,1.276429057,2003400,0,0
08/07/2002,1.252143025,1.252143025,1.167857051,1.175714016,1953000,0,0
09/07/2002,1.174999952,1.196429014,1.114285946,1.16071403,2935800,0,0
10/07/2002,1.161429048,1.178570986,1.132143021,1.163571,1554000,0,0
11/07/2002,1.154286027,1.27857101,1.132856965,1.269286036,2529800,0,0
12/07/2002,1.27857101,1.279999971,1.207142949,1.207857013,2837800,0,0
15/07/2002,1.242856979,1.248571038,1.076429009,1.142856956,4239200,0,0
16/07/2002,1.152856946,1.157142997,1.104285955,1.126428962,1941800,0,0
17/07/2002,1.144999981,1.163571,1.075713992,1.08928597,1261400,0,0
18/07/2002,1.117143035,1.166429043,1.110713959,1.149286032,2899400,0,0
19/07/2002,1.152856946,1.16071403,1.12214303,1.159999967,1792000,0,0
22/07/2002,1.135714054,1.179286003,1.11500001,1.170714021,1993600,0,0
23/07/2002,1.176429033,1.213570952,1.130714059,1.146428943,1577800,0,0
24/07/2002,1.146428943,1.159286022,1.074285984,1.114285946,3355800,0,0
25/07/2002,1.125,1.12785697,1.034999967,1.036429048,4755800,0,0
26/07/2002,1.049999952,1.058570981,0.850000024,0.871429026,7046200,0,0
29/07/2002,0.896429002,0.924286008,0.850000024,0.876429021,3260600,0,0
30/07/2002,0.893571019,0.942857027,0.893571019,0.914286017,3777200,0,0
31/07/2002,0.928570986,0.959999979,0.905713975,0.953571022,3333400,0,0
01/08/2002,0.949999988,0.959999979,0.877857029,0.891429007,4529000,0,0
02/08/2002,0.886429012,0.88785702,0.706429005,0.777857006,6655600,0,0
05/08/2002,0.77857101,0.812856972,0.760713995,0.774999976,3808000,0,0
06/08/2002,0.795714021,0.803570986,0.742856979,0.760713995,3217200,0,0
07/08/2002,0.760713995,0.793570995,0.742856979,0.793570995,2758000,0,0
08/08/2002,0.796428978,0.803570986,0.750714004,0.796428978,2283400,0,0
09/08/2002,0.798570991,0.821429014,0.77857101,0.787142992,1500800,0,0
12/08/2002,0.802856982,0.807142973,0.753570974,0.757143021,2130800,0,0
13/08/2002,0.767857015,0.805000007,0.754285991,0.77285701,1677200,0,0
14/08/2002,0.77571398,0.833571017,0.771429002,0.833571017,4047400,0,0
15/08/2002,0.837143004,0.910713971,0.832857013,0.882857025,3263400,0,0
16/08/2002,0.892857015,0.924286008,0.857142985,0.912856996,1828400,0,0
19/08/2002,0.925000012,0.98428601,0.917856991,0.982142985,2074800,0,0
20/08/2002,0.985000014,0.993570983,0.921428978,0.946429014,2539600,0,0
21/08/2002,0.952857018,0.97142899,0.918570995,0.968571007,2779000,0,0
22/08/2002,0.973571002,0.999285996,0.929286003,0.983570993,2963800,0,0
23/08/2002,0.993570983,0.996429026,0.967857003,0.993570983,2406600,0,0
26/08/2002,0.996429026,0.996429026,0.937856972,0.967857003,2644600,0,0
27/08/2002,0.967857003,0.967857003,0.857856989,0.873570979,4984000,0,0
28/08/2002,0.861428976,0.889999986,0.824999988,0.864286005,2275000,0,0
29/08/2002,0.832857013,0.922142982,0.824285984,0.90357101,2395400,0,0
30/08/2002,0.914286017,0.962857008,0.894285977,0.936429024,2121000,0,0
03/09/2002,0.936429024,0.963571012,0.913571,0.925000012,1593200,0,0
04/09/2002,0.925714016,0.945713997,0.907857001,0.928570986,373800,0,0
05/09/2002,0.917856991,0.935714006,0.910713971,0.917856991,285600,0,0
06/09/2002,0.927856982,0.935714006,0.910713971,0.914286017,763000,0,0
09/09/2002,0.919286013,0.925000012,0.892857015,0.901428998,1419600,0,0
10/09/2002,0.90071398,0.949999988,0.889285982,0.944999993,4746000,0,0
11/09/2002,0.938570976,0.976428986,0.938570976,0.961429,1629600,0,0
12/09/2002,0.962857008,0.967142999,0.914286017,0.925000012,1943200,0,0
13/09/2002,0.921428978,0.927142978,0.864286005,0.878570974,2485000,0,0
16/09/2002,0.892143011,0.892143011,0.852856994,0.857142985,3512600,0,0
17/09/2002,0.863570988,0.864286005,0.824999988,0.829999983,2863000,0,0
18/09/2002,0.836429,0.841428995,0.785000026,0.787856996,1521800,0,0
19/09/2002,0.785000026,0.785713971,0.717857003,0.72428602,4978400,0,0
20/09/2002,0.753570974,0.767857015,0.699999988,0.707857013,3484600,0,0
23/09/2002,0.714286029,0.732142985,0.705713987,0.711429,4839800,0,0
24/09/2002,0.711429,0.725000024,0.689285994,0.717857003,3747800,0,0
25/09/2002,0.72428602,0.75,0.707857013,0.732142985,1457400,0,0
26/09/2002,0.748570979,0.782857001,0.728570998,0.782857001,4162200,0,0
27/09/2002,0.776428998,0.784286022,0.712143004,0.720000029,5105800,0,0
30/09/2002,0.707143009,0.72142899,0.689285994,0.692857027,4837000,0,0
01/10/2002,0.709285975,0.709999979,0.660713971,0.678570986,3850000,0,0
02/10/2002,0.688570976,0.688570976,0.560714006,0.578571022,9314200,0,0
03/10/2002,0.569285989,0.569999993,0.489286005,0.517857015,9765000,0,0
04/10/2002,0.517857015,0.531428993,0.447142988,0.468571007,8433600,0,0
07/10/2002,0.449999988,0.458570987,0.382142991,0.412142992,15724800,0,0
08/10/2002,0.410714,0.427857012,0.39071399,0.405000001,4531800,0,0
09/10/2002,0.409999996,0.410714,0.347142994,0.372857004,5982200,0,0
10/10/2002,0.377857,0.524999976,0.34642899,0.506429017,13577200,0,0
11/10/2002,0.508571029,0.52857101,0.446429014,0.470714003,13281800,0,0
14/10/2002,0.464286,0.535000026,0.463571012,0.534286022,5272400,0,0
15/10/2002,0.542856991,0.585713983,0.542142987,0.550000012,4125800,0,0
16/10/2002,0.529286027,0.532857001,0.442856997,0.459286004,5800200,0,0
17/10/2002,0.472142994,0.585713983,0.47142899,0.550000012,7481600,0,0
18/10/2002,0.585713983,0.735714018,0.585713983,0.682856977,24904600,0,0
21/10/2002,0.638571024,0.664286017,0.608570993,0.636429012,9686600,0,0
22/10/2002,0.635713995,0.643571019,0.617856979,0.625,4263000,0,0
23/10/2002,0.625,0.625,0.585713983,0.589286029,3539200,0,0
24/10/2002,0.606428981,0.606428981,0.553570986,0.579285979,2431800,0,0
25/10/2002,0.579999983,0.685000002,0.567857027,0.642857015,6447000,0,0
28/10/2002,0.664286017,0.707143009,0.649999976,0.685714006,5647600,0,0
29/10/2002,0.675000012,0.678570986,0.632857025,0.657142997,2004800,0,0
30/10/2002,0.663571,0.665714025,0.635713995,0.641429007,1423800,0,0
31/10/2002,0.636429012,0.642857015,0.623570979,0.64071399,1659000,0,0
01/11/2002,0.628570974,0.642857015,0.607142985,0.638571024,2126600,0,0
04/11/2002,0.642857015,0.702857018,0.639285982,0.671428978,3589600,0,0
05/11/2002,0.672142982,0.676428974,0.65071398,0.651428998,1045800,0,0
06/11/2002,0.664286017,0.664286017,0.612856984,0.629285991,7032200,0,0
07/11/2002,0.632143021,0.63785702,0.592857003,0.592857003,2585800,0,0
08/11/2002,0.605000019,0.612856984,0.553570986,0.610714018,4922400,0,0
11/11/2002,0.607142985,0.607142985,0.585713983,0.600714028,371000,0,0
12/11/2002,0.600000024,0.614286005,0.572143018,0.577857018,2191000,0,0
13/11/2002,0.579285979,0.642857015,0.555714011,0.641429007,3231200,0,0
14/11/2002,0.642857015,0.644999981,0.618570983,0.618570983,931000,0,0
15/11/2002,0.642143011,0.65357101,0.589286029,0.649999976,2045400,0,0
18/11/2002,0.648571014,0.780713975,0.625,0.77857101,10061800,0,0
19/11/2002,0.720000029,0.720713973,0.623570979,0.664286017,28194600,0,0
20/11/2002,0.674286008,0.727856994,0.660713971,0.717142999,10085600,0,0
21/11/2002,0.728570998,0.785713971,0.717857003,0.785713971,10516800,0,0
22/11/2002,0.757143021,0.800000012,0.752143025,0.786428988,4492600,0,0
25/11/2002,0.792856991,0.796428978,0.753570974,0.792856991,4771200,0,0
26/11/2002,0.771429002,0.785713971,0.748570979,0.749285996,1771000,0,0
27/11/2002,0.761429012,0.76571399,0.743570983,0.751429021,1069600,0,0
29/11/2002,0.75,0.795000017,0.742856979,0.774999976,932400,0,0
02/12/2002,0.742856979,0.796428978,0.72428602,0.761429012,2009000,0,0
03/12/2002,0.75,0.789286017,0.739286005,0.770713985,1164800,0,0
04/12/2002,0.742856979,0.75,0.696429014,0.709999979,2468200,0,0
05/12/2002,0.858570993,0.864286005,0.769999981,0.785713971,12632200,0,0
06/12/2002,0.785000026,0.797856987,0.737856984,0.782142997,3883600,0,0
09/12/2002,0.795714021,0.800000012,0.763571024,0.799286008,4068400,0,0
10/12/2002,0.800000012,0.872856975,0.799286008,0.871429026,3236800,0,0
11/12/2002,0.854286015,0.928570986,0.840713978,0.897143006,4895800,0,0
12/12/2002,0.905713975,0.914286017,0.885713995,0.90071398,2534000,0,0
13/12/2002,0.899999976,0.914286017,0.860714018,0.892857015,1395800,0,0
16/12/2002,0.898571014,0.927856982,0.867856979,0.913571,2098600,0,0
17/12/2002,0.914286017,0.927142978,0.892857015,0.906428993,1680000,0,0
18/12/2002,0.896429002,0.898571014,0.763571024,0.785000026,13378400,0,0
19/12/2002,0.770713985,0.799286008,0.758571029,0.771429002,3781400,0,0
20/12/2002,0.764285982,0.771429002,0.728570998,0.764285982,4384800,0,0
23/12/2002,0.739286005,0.760713995,0.727856994,0.732142985,3311000,0,0
24/12/2002,0.728570998,0.732142985,0.699285984,0.707143009,4895800,0,0
26/12/2002,0.702143013,0.714286029,0.684285998,0.696429014,2122400,0,0
27/12/2002,0.692857027,0.708571017,0.685714006,0.690714002,4592000,0,0
30/12/2002,0.703571022,0.714286029,0.685714006,0.713571012,5198200,0,0
31/12/2002,0.712857008,0.800000012,0.692857027,0.786428988,11369400,0,0
02/01/2003,0.84642899,0.899999976,0.810714006,0.817857027,8397200,0,0
03/01/2003,0.850000024,0.850000024,0.771429002,0.77285701,3248000,0,0
06/01/2003,0.785713971,0.800000012,0.762143016,0.792856991,3003000,0,0
07/01/2003,0.771429002,0.795714021,0.771429002,0.783571005,1937600,0,0
08/01/2003,0.771429002,0.857142985,0.762143016,0.814999998,5356400,0,0
09/01/2003,0.824999988,0.845713973,0.809285998,0.838571012,5322800,0,0
10/01/2003,0.834999979,0.907142997,0.828571022,0.886429012,5434800,0,0
13/01/2003,0.857856989,0.883571029,0.855000019,0.867142975,4408600,0,0
14/01/2003,0.871429026,0.882143021,0.836429,0.860000014,2549400,0,0
15/01/2003,0.84928602,0.882143021,0.847856998,0.871429026,9430400,0,0
16/01/2003,0.907142997,0.956429005,0.857142985,0.857142985,18653600,0,0
17/01/2003,0.842857003,0.850000024,0.789286017,0.817143023,5364800,0,0
21/01/2003,0.826429009,0.850000024,0.792856991,0.814285994,6081600,0,0
22/01/2003,0.812856972,0.853570998,0.805714011,0.828571022,4173400,0,0
23/01/2003,0.850714028,0.905713975,0.835713983,0.870000005,7219800,0,0
24/01/2003,0.875,0.884285986,0.84642899,0.880713999,6353200,0,0
27/01/2003,0.864286005,0.877143025,0.836429,0.877143025,3439800,0,0
28/01/2003,0.85928601,0.917856991,0.850714028,0.896429002,4946200,0,0
29/01/2003,0.899999976,0.899999976,0.845000029,0.881429017,2956800,0,0
30/01/2003,0.892857015,0.911428988,0.882143021,0.902143002,3700200,0,0
31/01/2003,0.905713975,0.946429014,0.889999986,0.942857027,4019400,0,0
03/02/2003,0.938570976,0.941429019,0.892857015,0.914286017,2836400,0,0
04/02/2003,0.899999976,0.910713971,0.860714018,0.878570974,2039800,0,0
05/02/2003,0.875714004,0.885713995,0.844286025,0.852856994,3484600,0,0
06/02/2003,0.854286015,0.857142985,0.824285984,0.832143009,3735200,0,0
07/02/2003,0.842857003,0.875,0.834999979,0.870000005,5016200,0,0
10/02/2003,0.873570979,0.912142992,0.867856979,0.89071399,7305200,0,0
11/02/2003,0.921428978,0.935714006,0.90071398,0.927142978,4790800,0,0
12/02/2003,0.954999983,0.957143009,0.928570986,0.948571026,5615400,0,0
13/02/2003,0.950713992,0.950713992,0.944285989,0.944285989,6092800,0,0
14/02/2003,0.952143013,1.019999981,0.947143018,1.017143011,8435000,0,0
18/02/2003,1.022143006,1.056429029,1.00285697,1.047142982,6267800,0,0
19/02/2003,1.058570981,1.08928597,1.048570991,1.081429005,5118400,0,0
20/02/2003,1.106428981,1.125,1.074285984,1.098570943,6339200,0,0
21/02/2003,1.100000024,1.100000024,1.032856941,1.064285994,6255200,0,0
24/02/2003,1.024286032,1.042142987,1.000713944,1.00285697,12339600,0,0
25/02/2003,0.986428976,1.060714006,0.964999974,1.046429038,4629800,0,0
26/02/2003,1.054286003,1.059999943,1.006428957,1.039286017,3878000,0,0
27/02/2003,1.058570981,1.178570986,1.054999948,1.178570986,23119600,0,0
28/02/2003,1.187857032,1.228571057,1.164286017,1.222143054,11879000,0,0
03/03/2003,1.207857013,1.220000029,1.125,1.139999986,15797600,0,0
04/03/2003,1.142143011,1.172142982,1.110000014,1.167857051,5565000,0,0
05/03/2003,1.168570995,1.168570995,1.125713944,1.15357101,3498600,0,0
06/03/2003,1.164999962,1.177857041,1.142856956,1.164286017,3455200,0,0
07/03/2003,1.141428947,1.185714006,1.125,1.149286032,4853800,0,0
10/03/2003,1.141428947,1.164286017,1.12214303,1.123571038,3424400,0,0
11/03/2003,1.123571038,1.125,1.071429014,1.107143044,5531400,0,0
12/03/2003,1.103571057,1.107856989,1.064285994,1.075713992,5751200,0,0
13/03/2003,1.097143054,1.183570981,1.08928597,1.16071403,7560000,0,0
14/03/2003,1.185714006,1.210713983,1.170714021,1.182142973,6129200,0,0
17/03/2003,1.184285998,1.292142987,1.118571043,1.28571403,16616600,0,0
18/03/2003,1.321429014,1.370000005,1.290714025,1.33928597,21091000,0,0
19/03/2003,1.363571048,1.398571014,1.335713983,1.374286056,16062200,0,0
