Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
20/03/2003,1.389286041,1.406429052,1.329285979,1.345000029,14603400,0,0
21/03/2003,1.36500001,1.40071404,1.307857037,1.325000048,8150800,0,0
24/03/2003,1.304999948,1.328570962,1.267856956,1.28571403,8996400,0,0
25/03/2003,1.28571403,1.392143011,1.282142997,1.375,12602800,0,0
26/03/2003,1.385714054,1.481428981,1.375,1.47142899,18580800,0,0
27/03/2003,1.46428597,1.565000057,1.442857027,1.552142978,30632000,0,0
28/03/2003,1.553570986,1.595000029,1.479285955,1.504286051,26143600,0,0
31/03/2003,1.442142963,1.507143021,1.436429024,1.453570962,8283800,0,0
01/04/2003,1.46428597,1.470000029,1.325713992,1.354285955,17019800,0,0
02/04/2003,1.428570986,1.472143054,1.397143006,1.417142987,22761200,0,0
03/04/2003,1.442857027,1.446429014,1.397143006,1.428570986,8033200,0,0
04/04/2003,1.440000057,1.459285975,1.388571024,1.396428943,5884200,0,0
07/04/2003,1.442857027,1.517856956,1.411429048,1.424999952,10315200,0,0
08/04/2003,1.420714021,1.47142899,1.364285946,1.441429019,6265000,0,0
09/04/2003,1.482143044,1.485713959,1.428570986,1.457142949,5864600,0,0
10/04/2003,1.463570952,1.511428952,1.436429024,1.501428962,5419400,0,0
11/04/2003,1.5,1.549999952,1.475000024,1.483571053,4790800,0,0
14/04/2003,1.450713992,1.478571057,1.435714006,1.442857027,5355000,0,0
15/04/2003,1.435714006,1.450000048,1.408571005,1.439285994,6311200,0,0
16/04/2003,1.448570967,1.472856998,1.435714006,1.469285965,4533200,0,0
17/04/2003,1.475000024,1.571429014,1.469285965,1.568570971,13462400,0,0
21/04/2003,1.692857027,1.763571024,1.614285946,1.759286046,48573000,0,0
22/04/2003,1.748571038,1.748571038,1.602856994,1.640714049,30570400,0,0
23/04/2003,1.647143006,1.649286032,1.432142973,1.480000019,36787800,0,0
24/04/2003,1.467143059,1.62785697,1.450000048,1.572857022,35765800,0,0
25/04/2003,1.570713997,1.585713983,1.492143035,1.510714054,14922600,0,0
28/04/2003,1.5,1.58928597,1.5,1.582857013,22727600,0,0
29/04/2003,1.579285979,1.642856956,1.579285979,1.628571033,20129200,0,0
30/04/2003,1.63499999,1.662857056,1.553570986,1.628571033,11071200,0,0
01/05/2003,1.619285941,1.631428957,1.59642899,1.607143044,14984200,0,0
02/05/2003,1.603571057,1.642856956,1.600000024,1.616428971,12334000,0,0
05/05/2003,1.601428986,1.742143035,1.601428986,1.669286013,14449400,0,0
06/05/2003,1.669286013,1.727856994,1.635714054,1.658571005,14964600,0,0
07/05/2003,1.658571005,1.700000048,1.632143021,1.687857032,13473600,0,0
08/05/2003,1.664999962,1.672142982,1.626428962,1.634286046,10046400,0,0
09/05/2003,1.635714054,1.649999976,1.592857003,1.615713954,5926200,0,0
12/05/2003,1.63499999,1.710713983,1.621428967,1.680714011,11788000,0,0
13/05/2003,1.692857027,1.803570986,1.682142973,1.796429038,18207000,0,0
14/05/2003,1.848570943,1.852143049,1.73714304,1.748571038,19117000,0,0
15/05/2003,1.755714059,1.784286022,1.725000024,1.74714303,10684800,0,0
16/05/2003,1.751428962,1.757143021,1.642856956,1.699285984,12966800,0,0
19/05/2003,1.664286017,1.672857046,1.466428995,1.485000014,30472400,0,0
20/05/2003,1.524999976,1.567857027,1.467857003,1.553570986,20209000,0,0
21/05/2003,1.554286003,1.556429029,1.482856989,1.513571024,9451400,0,0
22/05/2003,1.51285696,1.631428957,1.507143021,1.613571048,14278600,0,0
23/05/2003,1.633571029,1.657142997,1.578570962,1.580000043,8171800,0,0
27/05/2003,1.575000048,1.639286041,1.571429014,1.620713949,13883800,0,0
28/05/2003,1.629286051,1.674999952,1.553570986,1.614285946,10127600,0,0
29/05/2003,1.610000014,1.643571019,1.579285979,1.628571033,7277200,0,0
30/05/2003,1.630714059,1.639286041,1.582142949,1.607143044,10476200,0,0
02/06/2003,1.607856989,1.732143044,1.607856989,1.664286017,17547600,0,0
03/06/2003,1.663571,1.718570948,1.646428943,1.704285979,8548400,0,0
04/06/2003,1.722143054,1.799999952,1.715000033,1.742856979,12420800,0,0
05/06/2003,1.749286056,1.817142963,1.687857032,1.815000057,13104000,0,0
06/06/2003,1.838570952,1.882143021,1.664286017,1.686429024,19174400,0,0
09/06/2003,1.687142968,1.692142963,1.607143044,1.642856956,12731600,0,0
10/06/2003,1.572857022,1.684285998,1.48714304,1.621428967,62433000,0,0
11/06/2003,1.580000043,1.632143021,1.564285994,1.603571057,17973200,0,0
12/06/2003,1.585000038,1.606428981,1.515714049,1.565714002,18457600,0,0
13/06/2003,1.514999986,1.524999976,1.289286017,1.371428967,66024000,0,0
16/06/2003,1.388571024,1.554999948,1.385714054,1.553570986,32225200,0,0
17/06/2003,1.559999943,1.592857003,1.508571029,1.514999986,17542000,0,0
18/06/2003,1.526429057,1.562142968,1.508571029,1.532856941,11001200,0,0
19/06/2003,1.52857101,1.582142949,1.52857101,1.569285989,15425200,0,0
20/06/2003,1.583570957,1.610713959,1.514999986,1.549999952,13018600,0,0
23/06/2003,1.539999962,1.560714006,1.516428947,1.53571403,8699600,0,0
24/06/2003,1.52857101,1.712857008,1.52857101,1.632143021,33681200,0,0
25/06/2003,1.678570986,1.72428596,1.610713959,1.651429057,18978400,0,0
26/06/2003,1.658571005,1.800714016,1.651429057,1.777143002,32257400,0,0
27/06/2003,1.784999967,1.84928596,1.765714049,1.77857101,18111800,0,0
30/06/2003,1.792142987,1.874286056,1.779286027,1.825000048,26012000,0,0
01/07/2003,1.828570962,1.828570962,1.732856989,1.767856956,12356400,0,0
02/07/2003,1.854285955,1.96428597,1.833570957,1.940000057,39071200,0,0
03/07/2003,1.921429038,1.992856979,1.914286017,1.982143044,8202600,0,0
07/07/2003,1.96428597,2.042856932,1.878571033,1.914286017,19467000,0,0
08/07/2003,1.928570986,1.97142899,1.91071403,1.959285975,10750600,0,0
09/07/2003,1.957142949,2.00285697,1.921429038,1.968570948,9632000,0,0
10/07/2003,1.955000043,1.995713949,1.907142997,1.922142982,8754200,0,0
11/07/2003,1.90071404,1.946429014,1.858571053,1.892143011,7936600,0,0
14/07/2003,1.902856946,2.039285898,1.892143011,2.00999999,11862200,0,0
15/07/2003,1.904999971,2.001429081,1.868571043,1.884286046,17588200,0,0
16/07/2003,1.90357101,1.928570986,1.75,1.820000052,13533800,0,0
17/07/2003,1.802857041,1.820000052,1.754999995,1.805714011,17141600,0,0
18/07/2003,1.822142959,1.824285984,1.610713959,1.725000024,36236200,0,0
21/07/2003,1.725713968,1.725713968,1.640714049,1.680714011,10924200,0,0
22/07/2003,1.680714011,1.784999967,1.677142978,1.764286041,11524800,0,0
23/07/2003,1.77571404,1.909286022,1.774999976,1.904999971,21898800,0,0
24/07/2003,1.921429038,1.953570962,1.871428967,1.885714054,10841600,0,0
25/07/2003,1.863571048,1.935714006,1.863571048,1.929999948,5534200,0,0
28/07/2003,1.896428943,1.962142944,1.893571019,1.901429057,7495600,0,0
29/07/2003,1.91071403,1.928570986,1.875,1.906429052,5357800,0,0
30/07/2003,1.91071403,1.912142992,1.84642899,1.853571057,5286400,0,0
31/07/2003,1.875,1.878571033,1.771428943,1.871428967,8534400,0,0
01/08/2003,1.851428986,1.857143044,1.782142997,1.782142997,6339200,0,0
04/08/2003,1.782142997,1.797142982,1.735713959,1.782142997,3676400,0,0
05/08/2003,1.792857051,1.817857027,1.732856989,1.736428976,3084200,0,0
06/08/2003,1.742856979,1.75,1.633571029,1.668570995,8113000,0,0
07/08/2003,1.65071404,1.667857051,1.614285946,1.649286032,7893200,0,0
08/08/2003,1.649999976,1.696429014,1.648571014,1.677857041,3339000,0,0
11/08/2003,1.667857051,1.780714035,1.667142987,1.772856951,6280400,0,0
12/08/2003,1.780714035,1.78571403,1.72428596,1.776429057,3010000,0,0
13/08/2003,1.777143002,1.802857041,1.720000029,1.730000019,4537400,0,0
14/08/2003,1.73714304,1.820000052,1.730713964,1.781429052,11293800,0,0
15/08/2003,1.792857051,1.802857041,1.754999995,1.784999967,5117000,0,0
18/08/2003,1.792857051,1.794999957,1.742143035,1.774999976,6335000,0,0
19/08/2003,1.792142987,1.855713964,1.75999999,1.845713973,8705200,0,0
20/08/2003,1.836429,2.061429024,1.836429,1.980000019,29337000,0,0
21/08/2003,2.017857075,2.122857094,2.016428947,2.059999943,19553800,0,0
22/08/2003,2.069286108,2.097856998,2.035713911,2.057142973,8395800,0,0
25/08/2003,2.036428928,2.047142982,1.946429014,2.005000114,6892200,0,0
26/08/2003,1.992856979,2.15357089,1.957142949,2.12785697,13178200,0,0
27/08/2003,2.142857075,2.364285946,2.137142897,2.312143087,33322800,0,0
28/08/2003,2.355714083,2.357142925,2.189285994,2.25999999,13720000,0,0
29/08/2003,2.249285936,2.412857056,2.232142925,2.38071394,11130000,0,0
02/09/2003,2.373570919,2.477857113,2.314285994,2.40357089,27102600,0,0
03/09/2003,2.465713978,2.531429052,2.354285955,2.378571033,23833600,0,0
04/09/2003,2.371428967,2.414285898,2.342856884,2.392143011,8240400,0,0
05/09/2003,2.378571033,2.521429062,2.378571033,2.467856884,20844600,0,0
08/09/2003,2.444286108,2.535713911,2.428570986,2.480000019,16699200,0,0
09/09/2003,2.475713968,2.60928607,2.473571062,2.536428928,10875200,0,0
10/09/2003,2.521429062,2.590713978,2.400000095,2.422142982,10642800,0,0
11/09/2003,2.428570986,2.446429014,2.290714025,2.347856998,17785600,0,0
12/09/2003,2.339286089,2.482856989,2.321429014,2.469285965,16142000,0,0
15/09/2003,2.482142925,2.581429005,2.460714102,2.536428928,17876600,0,0
16/09/2003,2.646429062,2.67357111,2.546428919,2.564285994,21684600,0,0
17/09/2003,2.585714102,2.64071393,2.530714035,2.553570986,11204200,0,0
18/09/2003,2.585714102,2.630000114,2.542856932,2.609999895,12215000,0,0
19/09/2003,2.607142925,2.685714006,2.556428909,2.642857075,9605400,0,0
22/09/2003,2.604285955,2.874285936,2.595000029,2.770714045,22540000,0,0
23/09/2003,2.796428919,2.821429014,2.726428986,2.795000076,10446800,0,0
24/09/2003,2.805713892,2.809286118,2.706429005,2.714286089,7385000,0,0
25/09/2003,2.706429005,2.746428967,2.410000086,2.486428976,20911800,0,0
26/09/2003,2.435714006,2.552143097,2.38071394,2.392143011,12187000,0,0
29/09/2003,2.322143078,2.417856932,2.172857046,2.391428947,40265400,0,0
30/09/2003,2.413570881,2.579286098,2.360713959,2.397142887,20711600,0,0
01/10/2003,2.385714054,2.535000086,2.385714054,2.464999914,13876800,0,0
02/10/2003,2.688570976,2.97142911,2.571429014,2.926429033,73129000,0,0
03/10/2003,2.939285994,2.958570957,2.824285984,2.867856979,36274000,0,0
06/10/2003,2.858571053,3.045000076,2.810714006,2.954286098,18425400,0,0
07/10/2003,2.957856894,3.192857027,2.925714016,3.146429062,21939400,0,0
08/10/2003,3.198570967,3.206429005,3.003571033,3.071429014,22066800,0,0
09/10/2003,3.074285984,3.228570938,3.055000067,3.07642889,18671800,0,0
10/10/2003,3.107142925,3.204286098,3.092856884,3.189285994,10221400,0,0
13/10/2003,3.171428919,3.34642911,3.164285898,3.345000029,21089600,0,0
14/10/2003,3.368571043,3.460714102,3.275000095,3.372857094,24176600,0,0
15/10/2003,3.38499999,3.428570986,3.174285889,3.192857027,16424800,0,0
16/10/2003,3.248570919,3.825714111,3.23714304,3.703571081,125825000,0,0
17/10/2003,3.674999952,3.791429043,3.535713911,3.723571062,38456600,0,0
20/10/2003,3.63357091,4.017857075,3.604285955,3.910000086,60559800,0,0
21/10/2003,3.946429014,4,3.824285984,3.892857075,35361200,0,0
22/10/2003,3.792856932,3.882143021,3.724999905,3.746428967,22733200,0,0
23/10/2003,3.657856941,3.815713882,3.578571081,3.723571062,23143400,0,0
